EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 05-10-2021
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

01-06 SOUID: Source identifier
08-15 DATE : Date YYYYMMDD
17-21 SD   : daily Snow depth in 1 cm
23-27 Q_SD : quality code for SD (0='valid'; 1='suspect'; 9='missing')

This is the blended series of station SWITZERLAND, GENEVE OBSERVATOIRE (STAID: 241).
Blended and updated with sources: 105112 
See file sources.txt and stations.txt for more info.

 SOUID,    DATE,   SD, Q_SD
105112,19321108,    0,    0
105112,19321109,    0,    0
105112,19321110,    0,    0
105112,19321111,    0,    0
105112,19321112,    0,    0
105112,19321113,    0,    0
105112,19321114,    0,    0
105112,19321115,    0,    0
105112,19321116,    0,    0
105112,19321117,    0,    0
105112,19321118,    0,    0
105112,19321119,    0,    0
105112,19321120,    0,    0
105112,19321121,    0,    0
105112,19321122,    0,    0
105112,19321123,    0,    0
105112,19321124,    0,    0
105112,19321125,    0,    0
105112,19321126,    0,    0
105112,19321127,    0,    0
105112,19321128,    0,    0
105112,19321129,    0,    0
105112,19321130,    0,    0
105112,19321201,    0,    0
105112,19321202,    0,    0
105112,19321203,    0,    0
105112,19321204,    0,    0
105112,19321205,    0,    0
105112,19321206,    0,    0
105112,19321207,    0,    0
105112,19321208,    0,    0
105112,19321209,   10,    0
105112,19321210,    4,    0
105112,19321211,    2,    0
105112,19321212,    1,    0
105112,19321213,    1,    0
105112,19321214,    0,    0
105112,19321215,    0,    0
105112,19321216,    0,    0
105112,19321217,    0,    0
105112,19321218,    0,    0
105112,19321219,    0,    0
105112,19321220,    0,    0
105112,19321221,    0,    0
105112,19321222,    0,    0
105112,19321223,    0,    0
105112,19321224,    0,    0
105112,19321225,    0,    0
105112,19321226,    0,    0
105112,19321227,    2,    0
105112,19321228,    0,    0
105112,19321229,    3,    0
105112,19321230,    6,    0
105112,19321231,    4,    0
105112,19330101,    4,    0
105112,19330102,    3,    0
105112,19330103,    3,    0
105112,19330104,    1,    0
105112,19330105,    0,    0
105112,19330106,    0,    0
105112,19330107,    0,    0
105112,19330108,    0,    0
105112,19330109,    0,    0
105112,19330110,    0,    0
105112,19330111,    0,    0
105112,19330112,    0,    0
105112,19330113,    0,    0
105112,19330114,    0,    0
105112,19330115,    0,    0
105112,19330116,    0,    0
105112,19330117,    4,    0
105112,19330118,    4,    0
105112,19330119,    2,    0
105112,19330120,    2,    0
105112,19330121,    1,    0
105112,19330122,    1,    0
105112,19330123,    1,    0
105112,19330124,    0,    0
105112,19330125,    0,    0
105112,19330126,    0,    0
105112,19330127,    0,    0
105112,19330128,    0,    0
105112,19330129,    0,    0
105112,19330130,    0,    0
105112,19330131,    0,    0
105112,19330201,    0,    0
105112,19330202,    0,    0
105112,19330203,    0,    0
105112,19330204,    0,    0
105112,19330205,    0,    0
105112,19330206,    0,    0
105112,19330207,    0,    0
105112,19330208,    0,    0
105112,19330209,    0,    0
105112,19330210,    0,    0
105112,19330211,    0,    0
105112,19330212,    0,    0
105112,19330213,    0,    0
105112,19330214,    0,    0
105112,19330215,    0,    0
105112,19330216,    0,    0
105112,19330217,    0,    0
105112,19330218,    3,    0
105112,19330219,    3,    0
105112,19330220,    2,    0
105112,19330221,    2,    0
105112,19330222,    1,    0
105112,19330223,    1,    0
105112,19330224,    1,    0
105112,19330225,    0,    0
105112,19330226,    0,    0
105112,19330227,    0,    0
105112,19330228,    0,    0
105112,19330301,    2,    0
105112,19330302,    0,    0
105112,19330303,    0,    0
105112,19330304,    0,    0
105112,19330305,    0,    0
105112,19330306,    0,    0
105112,19330307,    0,    0
105112,19330308,    0,    0
105112,19330309,    0,    0
105112,19330310,    0,    0
105112,19330311,    0,    0
105112,19330312,    0,    0
